galaxy_id,scenario_name,disk_scale,bulge_scale,raw_weight,normalized_weight,metadata_basis,diagnostic_only,interpretation_note
DDO154,photometry_uniform_plausible,0.5,0.2,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,0.5,0.5,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,0.5,0.7,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,0.5,1.0,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,0.5,1.3,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,0.7,0.2,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,0.7,0.5,1.0,0.1111111111111111,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,0.7,0.7,1.0,0.1111111111111111,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,0.7,1.0,1.0,0.1111111111111111,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,0.7,1.3,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,1.0,0.2,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,1.0,0.5,1.0,0.1111111111111111,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,1.0,0.7,1.0,0.1111111111111111,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,1.0,1.0,1.0,0.1111111111111111,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,1.0,1.3,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,1.3,0.2,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,1.3,0.5,1.0,0.1111111111111111,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,1.3,0.7,1.0,0.1111111111111111,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,1.3,1.0,1.0,0.1111111111111111,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
DDO154,photometry_uniform_plausible,1.3,1.3,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
IC2574,photometry_uniform_plausible,0.5,0.2,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
IC2574,photometry_uniform_plausible,0.5,0.5,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
IC2574,photometry_uniform_plausible,0.5,0.7,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
IC2574,photometry_uniform_plausible,0.5,1.0,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
IC2574,photometry_uniform_plausible,0.5,1.3,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
IC2574,photometry_uniform_plausible,0.7,0.2,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
IC2574,photometry_uniform_plausible,0.7,0.5,1.0,0.1111111111111111,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
IC2574,photometry_uniform_plausible,0.7,0.7,1.0,0.1111111111111111,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
IC2574,photometry_uniform_plausible,0.7,1.0,1.0,0.1111111111111111,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
IC2574,photometry_uniform_plausible,0.7,1.3,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
IC2574,photometry_uniform_plausible,1.0,0.2,0.0,0.0,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
IC2574,photometry_uniform_plausible,1.0,0.5,1.0,0.1111111111111111,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
IC2574,photometry_uniform_plausible,1.0,0.7,1.0,0.1111111111111111,"uniform plausible band [disk 0.7-1.3, bulge 0.5-1.0]; no morphology tilt",True,Uniform diagnostic weight over plausible M/L band.
